state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day
Arizona,No,Basic,College,2011-02-24,Employed,F,Rural,Single,Personal Auto,L3,4,Branch,Two-Door Car,Medsize,February,Thursday
Arizona,No,Basic,Master or above,2011-02-14,Employed,F,Urban,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Medsize,February,Monday
Oregon,No,Basic,High School or Below,2011-01-27,Employed,F,Suburban,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,January,Thursday
Nevada,No,Basic,Bachelor,2011-02-06,Unemployed,F,Suburban,Single,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,February,Sunday
Washington,No,Basic,Bachelor,2011-02-22,Employed,F,Rural,Divorced,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Tuesday
California,Yes,Basic,College,2011-01-31,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Monday
Oregon,No,Basic,College,2011-01-13,Disabled,M,Suburban,Single,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,January,Thursday
Oregon,Yes,Basic,College,2011-01-27,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Large,January,Thursday
Oregon,No,Basic,Bachelor,2011-01-28,Medical Leave,F,Urban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Friday
California,Yes,Basic,High School or Below,2011-01-02,Employed,F,Urban,Married,Personal Auto,L3,2,Branch,SUV,Large,January,Sunday
Oregon,No,Basic,College,2011-01-07,Employed,F,Urban,Married,Corporate Auto,L3,3,Agent,Four-Door Car,Medsize,January,Friday
Oregon,No,Basic,High School or Below,2011-01-11,Employed,F,Suburban,Married,Corporate Auto,L3,1,Call Center,SUV,Medsize,January,Tuesday
Nevada,Yes,Basic,High School or Below,2011-01-05,Retired,M,Suburban,Married,Special Auto,L1,3,Web,Four-Door Car,Medsize,January,Wednesday
California,No,Basic,High School or Below,2011-02-17,Unemployed,F,Suburban,Single,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,February,Thursday
Arizona,No,Extended,Bachelor,2011-02-21,Employed,M,Urban,Married,Corporate Auto,L3,2,Agent,Four-Door Car,Medsize,February,Monday
Arizona,Yes,Premium,Bachelor,2011-02-16,Disabled,F,Suburban,Divorced,Special Auto,L1,1,Agent,Four-Door Car,Medsize,February,Wednesday
California,Yes,Basic,Bachelor,2011-01-21,Employed,F,Rural,Single,Special Auto,L2,2,Web,Four-Door Car,Medsize,January,Friday
Oregon,No,Basic,Bachelor,2011-02-28,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Web,Luxury Car/SUV,Medsize,February,Monday
Washington,No,Basic,Bachelor,2011-02-12,Employed,M,Rural,Divorced,Personal Auto,L3,4,Branch,SUV,Large,February,Saturday
Arizona,No,Extended,Master or above,2011-02-19,Employed,M,Rural,Single,Personal Auto,L2,4,Call Center,Four-Door Car,Medsize,February,Saturday
Arizona,No,Basic,High School or Below,2011-02-13,Employed,M,Suburban,Married,Personal Auto,L1,1,Agent,Two-Door Car,Large,February,Sunday
Washington,No,Extended,High School or Below,2011-02-21,Employed,M,Rural,Married,Special Auto,L2,4,Agent,Four-Door Car,Medsize,February,Monday
California,No,Basic,Master or above,2011-01-02,Employed,M,Urban,Divorced,Personal Auto,L1,3,Call Center,SUV,Medsize,January,Sunday
Oregon,No,Basic,College,2011-02-02,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Small,February,Wednesday
California,No,Basic,Bachelor,2011-01-22,Employed,M,Suburban,Divorced,Personal Auto,L3,2,Branch,Luxury Car/SUV,Medsize,January,Saturday
California,No,Premium,College,2011-02-02,Unemployed,M,Suburban,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Wednesday
Oregon,No,Premium,Bachelor,2011-02-22,Employed,F,Suburban,Divorced,Personal Auto,L3,1,Agent,SUV,Medsize,February,Tuesday
Washington,No,Extended,High School or Below,2011-01-30,Employed,F,Rural,Married,Personal Auto,L1,4,Call Center,Two-Door Car,Medsize,January,Sunday
Nevada,No,Extended,High School or Below,2011-01-29,Employed,F,Suburban,Married,Personal Auto,L3,3,Web,Two-Door Car,Medsize,January,Saturday
Oregon,No,Extended,Bachelor,2011-01-27,Unemployed,M,Suburban,Single,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,January,Thursday
Oregon,Yes,Extended,Master or above,2011-01-13,Unemployed,F,Suburban,Married,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,January,Thursday
California,No,Basic,High School or Below,2011-02-24,Employed,F,Suburban,Married,Corporate Auto,L2,1,Call Center,Four-Door Car,Small,February,Thursday
California,No,Basic,Bachelor,2011-01-26,Employed,M,Rural,Single,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Wednesday
California,Yes,Basic,Master or above,2011-01-16,Employed,F,Suburban,Divorced,Corporate Auto,L2,2,Branch,SUV,Medsize,January,Sunday
Nevada,No,Premium,Master or above,2011-01-27,Employed,F,Rural,Married,Personal Auto,L3,1,Web,Four-Door Car,Medsize,January,Thursday
Nevada,No,Basic,High School or Below,2011-01-25,Unemployed,M,Suburban,Single,Corporate Auto,L3,1,Call Center,Four-Door Car,Medsize,January,Tuesday
Oregon,No,Basic,College,2011-02-06,Unemployed,F,Suburban,Single,Corporate Auto,L2,1,Call Center,Four-Door Car,Small,February,Sunday
California,No,Basic,Master or above,2011-01-17,Employed,F,Urban,Single,Corporate Auto,L2,3,Agent,SUV,Medsize,January,Monday
Oregon,No,Basic,College,2011-02-06,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Sunday
Oregon,No,Premium,College,2011-02-17,Employed,M,Suburban,Married,Personal Auto,L3,2,Web,Luxury Car/SUV,Small,February,Thursday
California,No,Basic,College,2011-01-28,Employed,M,Rural,Married,Personal Auto,L2,2,Branch,Four-Door Car,Medsize,January,Friday
Washington,No,Premium,College,2011-02-02,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Wednesday
Arizona,Yes,Basic,Master or above,2011-01-31,Employed,M,Rural,Divorced,Personal Auto,L3,2,Branch,Four-Door Car,Small,January,Monday
Arizona,No,Basic,Master or above,2011-02-07,Employed,M,Suburban,Married,Personal Auto,L2,1,Branch,SUV,Medsize,February,Monday
Arizona,No,Basic,High School or Below,2011-01-05,Employed,F,Suburban,Married,Personal Auto,L3,4,Branch,Two-Door Car,Medsize,January,Wednesday
California,No,Extended,Bachelor,2011-02-11,Employed,M,Rural,Married,Personal Auto,L2,3,Branch,Four-Door Car,Medsize,February,Friday
Oregon,No,Extended,College,2011-02-17,Employed,F,Rural,Married,Personal Auto,L1,3,Branch,Four-Door Car,Large,February,Thursday
California,Yes,Extended,College,2011-01-14,Employed,M,Suburban,Single,Personal Auto,L3,2,Agent,Luxury Car/SUV,Small,January,Friday
California,No,Basic,Bachelor,2011-01-17,Medical Leave,F,Suburban,Married,Personal Auto,L3,1,Call Center,SUV,Small,January,Monday
California,No,Basic,High School or Below,2011-02-24,Unemployed,F,Suburban,Single,Personal Auto,L3,4,Call Center,Four-Door Car,Medsize,February,Thursday
California,No,Basic,Bachelor,2011-02-03,Employed,M,Rural,Married,Personal Auto,L2,1,Agent,Four-Door Car,Large,February,Thursday
California,Yes,Basic,High School or Below,2011-01-05,Retired,M,Suburban,Married,Corporate Auto,L3,3,Web,Four-Door Car,Medsize,January,Wednesday
Arizona,No,Basic,High School or Below,2011-01-17,Unemployed,F,Suburban,Married,Personal Auto,L2,2,Call Center,Four-Door Car,Small,January,Monday
California,No,Basic,Master or above,2011-02-08,Employed,F,Suburban,Married,Personal Auto,L2,3,Web,Four-Door Car,Small,February,Tuesday
California,No,Basic,College,2011-02-10,Employed,F,Suburban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Thursday
Oregon,No,Basic,College,2011-01-15,Employed,M,Suburban,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,January,Saturday
California,No,Basic,Bachelor,2011-01-09,Employed,F,Suburban,Married,Personal Auto,L2,1,Branch,Two-Door Car,Small,January,Sunday
Oregon,No,Extended,Bachelor,2011-01-12,Employed,M,Rural,Married,Personal Auto,L2,1,Call Center,SUV,Medsize,January,Wednesday
California,No,Extended,College,2011-01-20,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Agent,SUV,Medsize,January,Thursday
Oregon,No,Extended,College,2011-01-08,Employed,M,Suburban,Single,Corporate Auto,L3,1,Branch,SUV,Large,January,Saturday
Washington,No,Basic,College,2011-02-02,Unemployed,M,Suburban,Single,Personal Auto,L3,4,Web,SUV,Medsize,February,Wednesday
California,Yes,Extended,Master or above,2011-02-18,Employed,M,Rural,Divorced,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,February,Friday
California,No,Basic,Bachelor,2011-01-23,Employed,M,Rural,Married,Personal Auto,L1,4,Branch,Four-Door Car,Medsize,January,Sunday
Washington,No,Extended,High School or Below,2011-02-12,Unemployed,M,Suburban,Married,Personal Auto,L3,3,Agent,SUV,Medsize,February,Saturday
California,No,Extended,Master or above,2011-02-19,Employed,F,Urban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Saturday
California,No,Basic,College,2011-01-12,Unemployed,F,Suburban,Single,Personal Auto,L3,3,Agent,Two-Door Car,Medsize,January,Wednesday
Oregon,Yes,Basic,Master or above,2011-01-26,Employed,M,Rural,Single,Personal Auto,L1,1,Agent,Sports Car,Medsize,January,Wednesday
Arizona,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Divorced,Personal Auto,L3,1,Call Center,SUV,Medsize,February,Sunday
Washington,No,Basic,College,2011-01-04,Employed,F,Rural,Divorced,Personal Auto,L2,1,Branch,Two-Door Car,Medsize,January,Tuesday
California,No,Extended,College,2011-02-14,Employed,F,Urban,Married,Personal Auto,L2,3,Branch,Four-Door Car,Large,February,Monday
Oregon,Yes,Basic,College,2011-01-11,Employed,F,Rural,Single,Personal Auto,L2,2,Agent,Two-Door Car,Medsize,January,Tuesday
Oregon,No,Basic,High School or Below,2011-01-24,Employed,M,Suburban,Married,Personal Auto,L3,3,Web,SUV,Medsize,January,Monday
California,Yes,Basic,College,2011-02-03,Employed,M,Urban,Married,Corporate Auto,L3,2,Web,Four-Door Car,Medsize,February,Thursday
Arizona,No,Extended,Bachelor,2011-01-18,Employed,M,Rural,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,January,Tuesday
Nevada,No,Extended,High School or Below,2011-01-18,Employed,F,Suburban,Married,Personal Auto,L1,2,Web,SUV,Medsize,January,Tuesday
Nevada,No,Extended,High School or Below,2011-02-04,Employed,F,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,February,Friday
Washington,Yes,Basic,Bachelor,2011-02-19,Unemployed,M,Suburban,Married,Special Auto,L3,1,Agent,SUV,Large,February,Saturday
Oregon,Yes,Basic,Master or above,2011-01-19,Employed,M,Suburban,Married,Personal Auto,L3,3,Web,Two-Door Car,Small,January,Wednesday
Arizona,No,Basic,Bachelor,2011-02-17,Employed,M,Rural,Single,Personal Auto,L3,1,Call Center,Sports Car,Medsize,February,Thursday
California,No,Basic,High School or Below,2011-02-04,Employed,M,Suburban,Married,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,February,Friday
Oregon,No,Extended,College,2011-01-27,Unemployed,M,Suburban,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,January,Thursday
California,No,Basic,College,2011-01-20,Disabled,M,Suburban,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,January,Thursday
Arizona,No,Basic,Master or above,2011-02-07,Employed,M,Suburban,Single,Personal Auto,L1,3,Agent,Sports Car,Medsize,February,Monday
California,No,Basic,Bachelor,2011-01-10,Unemployed,M,Suburban,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Large,January,Monday
Oregon,No,Basic,College,2011-02-21,Employed,F,Urban,Divorced,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,February,Monday
Arizona,No,Extended,Bachelor,2011-02-03,Employed,M,Suburban,Married,Personal Auto,L1,2,Call Center,Four-Door Car,Large,February,Thursday
Arizona,No,Basic,High School or Below,2011-01-01,Employed,F,Rural,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Saturday
Arizona,No,Extended,High School or Below,2011-02-23,Employed,F,Suburban,Married,Personal Auto,L3,2,Branch,Four-Door Car,Small,February,Wednesday
Oregon,No,Basic,High School or Below,2011-01-19,Employed,M,Suburban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Small,January,Wednesday
Washington,No,Basic,Master or above,2011-01-20,Employed,F,Rural,Married,Corporate Auto,L3,4,Branch,Four-Door Car,Medsize,January,Thursday
Nevada,No,Extended,College,2011-02-11,Employed,F,Suburban,Married,Corporate Auto,L3,1,Agent,Sports Car,Medsize,February,Friday
Arizona,No,Basic,High School or Below,2011-01-03,Employed,M,Suburban,Married,Personal Auto,L1,1,Agent,Four-Door Car,Large,January,Monday
California,No,Extended,High School or Below,2011-02-20,Employed,M,Rural,Married,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,February,Sunday
Arizona,No,Extended,Bachelor,2011-01-18,Medical Leave,M,Suburban,Married,Personal Auto,L2,2,Web,Luxury Car/SUV,Medsize,January,Tuesday
California,No,Basic,College,2011-02-21,Employed,F,Suburban,Married,Corporate Auto,L3,1,Branch,SUV,Small,February,Monday
California,No,Basic,Bachelor,2011-01-21,Employed,F,Urban,Married,Personal Auto,L3,3,Web,SUV,Medsize,January,Friday
California,No,Basic,Bachelor,2011-02-06,Unemployed,F,Suburban,Single,Corporate Auto,L2,1,Agent,SUV,Medsize,February,Sunday
Arizona,No,Basic,High School or Below,2011-02-01,Unemployed,F,Suburban,Single,Personal Auto,L2,1,Call Center,Four-Door Car,Large,February,Tuesday
Arizona,Yes,Basic,Bachelor,2011-01-31,Employed,M,Rural,Married,Special Auto,L3,3,Agent,Four-Door Car,Medsize,January,Monday
Oregon,Yes,Basic,Bachelor,2011-02-17,Retired,M,Suburban,Divorced,Corporate Auto,L3,2,Web,Four-Door Car,Medsize,February,Thursday
California,Yes,Basic,High School or Below,2011-01-10,Employed,M,Suburban,Married,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,January,Monday
Washington,No,Basic,High School or Below,2011-01-12,Employed,M,Suburban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,January,Wednesday
Washington,No,Basic,College,2011-02-10,Employed,F,Rural,Married,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,February,Thursday
California,No,Basic,Bachelor,2011-01-16,Employed,F,Suburban,Married,Personal Auto,L3,3,Branch,Four-Door Car,Small,January,Sunday
Arizona,No,Basic,High School or Below,2011-01-05,Medical Leave,F,Urban,Single,Special Auto,L2,3,Branch,Four-Door Car,Medsize,January,Wednesday
California,No,Basic,Bachelor,2011-01-21,Employed,F,Urban,Married,Personal Auto,L3,1,Branch,Luxury Car/SUV,Small,January,Friday
Oregon,No,Extended,Master or above,2011-01-02,Employed,M,Rural,Married,Personal Auto,L3,1,Branch,Sports Car,Medsize,January,Sunday
Oregon,No,Basic,Bachelor,2011-02-16,Employed,F,Urban,Married,Personal Auto,L2,1,Agent,SUV,Medsize,February,Wednesday
Arizona,No,Extended,High School or Below,2011-01-01,Medical Leave,M,Suburban,Divorced,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,January,Saturday
California,No,Extended,College,2011-02-16,Medical Leave,M,Suburban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Large,February,Wednesday
Arizona,No,Basic,College,2011-01-15,Employed,F,Suburban,Divorced,Corporate Auto,L3,4,Branch,Four-Door Car,Medsize,January,Saturday
California,No,Extended,College,2011-01-02,Employed,F,Urban,Single,Personal Auto,L1,1,Branch,Four-Door Car,Medsize,January,Sunday
Arizona,Yes,Extended,High School or Below,2011-01-05,Employed,F,Suburban,Married,Personal Auto,L2,3,Agent,Four-Door Car,Small,January,Wednesday
Nevada,No,Basic,Bachelor,2011-02-21,Employed,F,Suburban,Divorced,Corporate Auto,L3,3,Web,Four-Door Car,Medsize,February,Monday
Oregon,Yes,Basic,Bachelor,2011-02-05,Retired,M,Suburban,Divorced,Personal Auto,L3,1,Branch,SUV,Medsize,February,Saturday
Arizona,No,Extended,High School or Below,2011-01-14,Unemployed,F,Suburban,Single,Corporate Auto,L2,3,Agent,Four-Door Car,Medsize,January,Friday
Arizona,No,Basic,Bachelor,2011-02-10,Employed,F,Rural,Divorced,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Thursday
California,No,Basic,College,2011-01-12,Employed,F,Rural,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Wednesday
Washington,No,Extended,High School or Below,2011-01-15,Employed,M,Urban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,January,Saturday
Washington,No,Extended,Master or above,2011-02-10,Medical Leave,F,Suburban,Single,Personal Auto,L2,3,Agent,Four-Door Car,Small,February,Thursday
Arizona,Yes,Premium,High School or Below,2011-02-19,Employed,F,Rural,Married,Special Auto,L1,2,Web,Four-Door Car,Medsize,February,Saturday
Washington,No,Extended,Master or above,2011-01-19,Employed,M,Rural,Single,Personal Auto,L3,4,Branch,Two-Door Car,Medsize,January,Wednesday
California,No,Basic,Bachelor,2011-01-08,Employed,M,Suburban,Married,Corporate Auto,L3,1,Branch,SUV,Medsize,January,Saturday
Oregon,No,Basic,College,2011-01-20,Employed,M,Suburban,Married,Personal Auto,L2,3,Call Center,Four-Door Car,Small,January,Thursday
Oregon,No,Extended,High School or Below,2011-01-07,Employed,M,Urban,Married,Personal Auto,L1,2,Call Center,Two-Door Car,Medsize,January,Friday
Arizona,No,Basic,Bachelor,2011-01-07,Employed,F,Rural,Divorced,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,January,Friday
Arizona,No,Basic,College,2011-01-23,Employed,M,Suburban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Small,January,Sunday
California,No,Basic,College,2011-02-03,Employed,F,Suburban,Married,Corporate Auto,L3,3,Web,SUV,Medsize,February,Thursday
Oregon,No,Premium,College,2011-01-17,Employed,F,Suburban,Divorced,Personal Auto,L3,2,Agent,Luxury Car/SUV,Large,January,Monday
Nevada,No,Basic,College,2011-02-18,Medical Leave,M,Suburban,Married,Special Auto,L2,3,Call Center,SUV,Small,February,Friday
Nevada,No,Basic,High School or Below,2011-02-18,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Web,SUV,Small,February,Friday
Oregon,No,Basic,High School or Below,2011-01-24,Employed,F,Rural,Married,Personal Auto,L3,3,Call Center,Four-Door Car,Medsize,January,Monday
California,No,Basic,Bachelor,2011-01-26,Unemployed,F,Urban,Married,Corporate Auto,L2,2,Agent,Four-Door Car,Medsize,January,Wednesday
Nevada,Yes,Basic,Master or above,2011-01-14,Employed,F,Rural,Single,Personal Auto,L3,2,Web,Four-Door Car,Medsize,January,Friday
Oregon,No,Basic,Bachelor,2011-01-26,Employed,M,Suburban,Married,Special Auto,L3,4,Web,Four-Door Car,Medsize,January,Wednesday
Washington,No,Basic,Bachelor,2011-01-07,Employed,F,Urban,Married,Personal Auto,L2,4,Branch,Two-Door Car,Medsize,January,Friday
Oregon,No,Basic,Bachelor,2011-02-09,Employed,M,Suburban,Divorced,Personal Auto,L2,1,Branch,Four-Door Car,Medsize,February,Wednesday
California,No,Basic,High School or Below,2011-01-25,Employed,F,Urban,Married,Personal Auto,L3,3,Call Center,Four-Door Car,Medsize,January,Tuesday
Arizona,No,Extended,Bachelor,2011-01-21,Employed,M,Urban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,January,Friday
California,No,Basic,Master or above,2011-02-21,Unemployed,M,Urban,Married,Personal Auto,L2,1,Branch,Two-Door Car,Medsize,February,Monday
Oregon,No,Basic,Bachelor,2011-02-14,Unemployed,M,Suburban,Divorced,Corporate Auto,L1,3,Branch,Four-Door Car,Small,February,Monday
Oregon,No,Basic,Bachelor,2011-02-20,Disabled,F,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Large,February,Sunday
Washington,No,Basic,High School or Below,2011-02-27,Employed,M,Suburban,Married,Personal Auto,L3,1,Branch,Two-Door Car,Medsize,February,Sunday
Arizona,No,Basic,High School or Below,2011-01-01,Employed,F,Suburban,Married,Personal Auto,L2,2,Call Center,SUV,Medsize,January,Saturday
Oregon,No,Extended,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,January,Friday
Arizona,No,Basic,Bachelor,2011-01-11,Employed,M,Rural,Single,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,January,Tuesday
